ticker,category,days_of_data,ytd_return_pct,annualized_volatility_pct,current_price,avg_daily_volume,month_change_pct
SBSW,STOCK,41,4.413619167717524,56.98617909477056,8.28,8456787.829268293,-13.569937369519842
ON,STOCK,41,-10.382713788683393,56.59867566159702,48.94,9171803.024390243,-21.63330664531626
FUTU,STOCK,41,51.855762202550146,56.08587376144993,186.98,2641566.512195122,13.8386605783866
GLOB,STOCK,41,-29.40594059405941,55.7044397081605,64.17,1629698.3170731708,-27.898876404494384
FORM,STOCK,41,-18.163500287852624,55.54299557430266,28.43,790484.268292683,-18.701744352301972
EXK,STOCK,41,24.045801526717554,54.29966204060842,6.5,9946659.31707317,14.638447971781307
IQV,STOCK,41,13.10557094490614,53.659552873905945,183.74,1817725.5609756098,-1.9425765823460277
HIMX,STOCK,41,-10.520487264673305,53.249575300331074,8.08,1183133.4146341463,-15.920915712799161
UAL,STOCK,41,29.059302182221685,53.04791589381952,104.68,6462222.439024391,15.311742674597935
ROKU,STOCK,41,8.857597092891208,52.72626189097065,95.86,3696760.2195121953,7.046342825237301
STM,STOCK,41,-16.761723700887195,51.96968190517089,26.27,7571489.560975609,-21.3708470517809
HP,STOCK,41,32.27414330218068,50.78780364539358,21.23,2160914.512195122,33.27055869428751
SVM,STOCK,41,4.329896907216495,50.40754975257094,5.06,5062105.317073171,6.07966457023061
BEAM,STOCK,41,-14.963503649635044,49.37847941839425,16.31,2432014.0975609757,-24.280408542246985
TDOC,STOCK,41,-5.3283767038413945,49.2137986751448,7.64,6698364.243902439,-9.263657957244659
LLY,STOCK,41,-4.875334791103284,49.18152873759375,735.19,5106954.853658536,-5.3127092885477305
NOG,STOCK,41,-8.456008216364266,49.1677224407571,26.74,1806413.7073170731,-1.5463917525773259
ALK,STOCK,41,23.769033023531744,49.0785913640298,62.59,2525510.951219512,17.96079909536374
CRGY,STOCK,41,12.11778029445074,48.98280593945926,9.9,3723298.1707317075,14.583333333333329
ACLS,STOCK,41,12.191684284707529,48.52212928410984,79.6,501011.9512195122,5.780730897009959
BABA,STOCK,41,30.3754587371789,47.98509492580658,138.55,15603034.853658536,14.779222930991647
PTEN,STOCK,41,-6.96920583468395,47.933024799622984,5.74,8427556.878048781,-2.047781569965872
TRIP,STOCK,41,-2.6208503203261664,47.87594507534329,16.72,3227531.56097561,-6.0146149522203505
DAL,STOCK,41,22.260000000000005,47.76533046360694,61.13,9234872.097560976,9.807795940362855
SM,STOCK,41,14.364640883977902,47.73426953437477,28.98,1985220.3170731708,8.783783783783782
SM,STOCK,41,14.364640883977902,47.73426953437477,28.98,1985220.3170731708,8.783783783783782
LI,STOCK,41,-8.7509349289454,47.44594509201902,24.4,5899358.292682927,-20.881971465629057
GFI,STOCK,41,38.55761482675262,46.88441101692716,34.39,3058267.2195121953,33.346258239627765
TECH,STOCK,41,3.6577083535461434,46.87458897070943,53.42,2141141.8048780486,0.5647590361445863
TALO,STOCK,41,17.68867924528302,46.51403968501961,9.98,2564746.0975609757,18.527315914489318
IAG,STOCK,41,25.73333333333333,46.17490712671045,9.43,12507810.097560976,26.407506702412864
LUV,STOCK,41,-4.6140195208518255,46.11718716689273,32.25,10322529.512195121,-13.236481033091207
AU,STOCK,41,21.301898602128105,46.062426834469285,58.14,2720898.6097560977,11.958405545927212
BILI,STOCK,41,-0.31138790035587316,45.806898022925054,22.41,3160241.7317073173,-9.41794664510913
MUR,STOCK,41,8.598993288590608,44.94877411179944,25.89,2250260.1951219514,2.3320158102766793
VAL,STOCK,41,5.225958449346766,44.61130288926459,49.13,1322703.0975609757,0.9866392600205631
FOLD,STOCK,41,30.247933884297524,44.45817424488221,7.88,4104240.536585366,26.68810289389068
COHU,STOCK,41,-2.3255813953488413,43.98294275325486,19.32,354930.51219512196,-2.37493683678625
WB,STOCK,41,17.030114226375893,43.948070001388686,11.27,1125784.2926829269,10.490196078431376
NE,STOCK,41,0.7007708479327236,43.58881821092109,28.74,1810455.3658536586,5.274725274725267
REPX,STOCK,41,12.247946228528743,43.24585211532246,30.06,127087.70731707317,12.668665667166412
AMAT,STOCK,41,-17.407485061327186,42.81867058873805,157.57,7247750.585365853,-15.801004595490006
POWI,STOCK,41,-21.098317094774142,42.17977558621084,44.54,568645.4390243902,-17.533790038881687
QFIN,STOCK,41,-31.88405797101449,42.09087466962324,29.61,2112789.6585365855,-26.88888888888889
SDGR,STOCK,41,-7.367910809500726,41.85393220595946,19.11,1180736.1463414633,-16.073781291172594
BIDU,STOCK,41,7.239113487025281,41.716776306430106,96.29,4572837.073170732,4.153596538669555
DDOG,STOCK,41,-11.62653369201496,40.670476494757004,134.69,7879911.5121951215,-7.03982331423838
DDOG,STOCK,41,-11.62653369201496,40.670476494757004,134.69,7879911.5121951215,-7.03982331423838
TXN,STOCK,41,-6.372709807412959,40.64450286900767,199.81,6757008.707317073,-7.030522985296848
ZM,STOCK,41,6.174679279512764,40.5965024216303,81.935,3653998.2439024393,8.941630102380014
ILMN,STOCK,41,0.6896551724137802,40.13306727471305,97.82,1962496.1463414633,-4.126237381162411
DELL,STOCK,41,-3.0536186583313314,40.10629908555481,120.96,5349864.585365853,-2.710528432397655
LITE,STOCK,41,45.53689064558631,40.04386970067253,132.555,2814060.8780487804,33.04727491719363
AR,STOCK,41,-12.344678552133981,39.448843423526036,32.45,5237324.707317073,-2.200120554550925
TECK,STOCK,41,-16.708043694141022,39.4361823604837,33.55,4455331.731707317,-13.508636246455277
ESTC,STOCK,41,-1.379230412610104,39.41395476422589,85.09,1797997.463414634,-2.5872925014310146
ESTC,STOCK,41,-1.379230412610104,39.41395476422589,85.09,1797997.463414634,-2.5872925014310146
DOCU,STOCK,41,-4.598145285935094,39.230569622465694,74.07,2273404.56097561,-8.982550995330552
MCHP,STOCK,41,-11.024062674874093,39.224691813398934,63.6,8911323.146341464,-15.492957746478877
ADSK,STOCK,41,1.2210205829184049,38.049244492595015,319.16,1771035.6585365853,6.589186120295233
GPOR,STOCK,41,-3.7295910009282935,37.79112859838955,176.3,260145.19512195123,3.2624611960405447
DXCM,STOCK,41,-10.417169037858693,37.655816757339494,74.3,3662932.6097560977,-12.711466165413544
PEB,STOCK,41,6.171648987463843,37.35267922605314,11.01,2145625.1219512196,3.1865042174320513
NET,STOCK,41,7.8817733990147865,37.152940532410256,208.05,2854346.56097561,9.183941222776173
NET,STOCK,41,7.8817733990147865,37.152940532410256,208.05,2854346.56097561,9.183941222776173
TMO,STOCK,41,16.43897778839264,36.851850719415374,487.53,2566219.8536585364,14.010102427388796
SKYW,STOCK,41,11.836962590731448,36.81567085214635,120.18,366385.56097560975,6.7412736477484705
PAAS,STOCK,41,16.825613079019067,36.64203265919657,34.3,4910173.12195122,13.764510779436149
INCY,STOCK,41,27.81328972796196,36.42703489014879,85.98,1705646.2926829269,24.789550072568936
CIEN,STOCK,41,16.797703731436428,36.41274290366292,93.59,1842658.8536585367,10.941204362256999
AGI,STOCK,41,15.404040404040403,36.18098704360177,31.99,3445898.1707317075,21.2661106899166
BKR,STOCK,41,16.039907904834987,36.089693217119304,45.36,6944712.146341464,13.343328335832075
META,STOCK,41,2.3331245214728185,36.07517007042503,735.11,11600919.097560976,4.299030944509878
AXSM,STOCK,41,14.85581395348837,35.739423400179426,123.47,626847.3658536585,20.399804973183816
EGO,STOCK,41,21.791187739463606,35.21663437310545,25.43,1582947.731707317,21.32633587786259
KLAC,STOCK,41,-7.261510815016105,34.822581201922006,846.35,964207.3414634146,-5.14110869516487
WDC,STOCK,41,25.59993866441768,34.71624428396252,81.91,6702559.12195122,22.14434834476587
BIIB,STOCK,41,7.300391915776531,34.464869557781576,139.63,1425013.9512195121,9.213922565506454
MTDR,STOCK,41,4.40366972477065,34.04242076472637,51.21,1691411.8780487804,0.5695208169677909
TFX,STOCK,41,8.888317476643529,33.68485170301072,127.04,565934.8048780488,10.27777777777778
CRUS,STOCK,41,6.6220798794272815,33.578795294258626,113.19,542354.0,8.513085993672702
STX,STOCK,41,14.899925871015576,33.526614977404066,170.5,3457657.975609756,16.310798826659386
ASX,STOCK,41,1.4807502467916935,33.25574552970093,10.28,7230143.536585365,-0.097181729834789
NXPI,STOCK,41,2.9469026548672552,32.983353254562644,232.66,2638050.951219512,2.0438596491228056
WPM,STOCK,41,9.674981103552525,32.92531410187385,101.57,1861256.3902439023,6.111575428332631
WPM,STOCK,41,9.674981103552525,32.92531410187385,101.57,1861256.3902439023,6.111575428332631
SCCO,STOCK,41,-6.006862223940466,32.846844307173306,97.25,1425272.982417073,-0.9256448237851874
OVV,STOCK,41,8.834012219959265,32.64451241823455,42.75,3093650.0975609757,8.9171974522293
NOW,STOCK,41,-11.940947430459612,32.61189700877345,911.42,1757855.9512195121,-5.294221557197341
APOG,STOCK,41,2.350985514129665,32.54499160863234,43.1,167451.8536585366,1.650943396226422
EXR,STOCK,41,-5.456742063225716,32.37075933973287,140.86,1187234.5609756098,-6.918654595916209
EXR,STOCK,41,-5.456742063225716,32.37075933973287,140.86,1187234.5609756098,-6.918654595916209
RCL,STOCK,41,7.672190968526671,31.963248822673812,354.08,2121765.951219512,1.5894875767487129
DASH,STOCK,41,-1.1300579205314076,31.95522249449399,244.1,3325094.1219512196,1.7846718372112422
RLJ,STOCK,41,2.4291497975708465,31.7583376440889,7.59,1918909.3902439023,-3.8022813688212906
GILD,STOCK,41,0.8319914117015501,31.737188004374307,112.71,5885166.048780488,2.3055278206408203
CRWD,STOCK,41,-18.193328848969255,31.728560410284402,413.5,3075863.0,-12.250917810835476
CRWD,STOCK,41,-18.193328848969255,31.728560410284402,413.5,3075863.0,-12.250917810835476
ABNB,STOCK,41,-6.868613138686129,31.711702085182086,127.59,4605822.292682927,-8.49171627339884
AEM,STOCK,41,20.94965206713058,31.62205562626542,147.74,2540959.8292682925,14.865495257347227
BDX,STOCK,41,8.78866724486847,31.22969926042049,188.15,2708967.926829268,3.7897175639894107
EXPE,STOCK,41,19.30258717660292,30.845205906112515,212.12,1760661.243902439,11.972128378378383
WDAY,STOCK,41,-5.107582604369646,30.703016003374195,228.89,3255910.7073170734,-4.274183430220411
VIPS,STOCK,41,12.098930481283412,30.533008705636732,16.77,2579199.3414634145,3.073140749846343
DVN,STOCK,41,11.444308445532442,30.40439980455858,36.42,7476264.902439024,11.00274306613837
VNO,STOCK,41,1.3903743315508106,30.366185031559525,37.92,1627166.243902439,-4.651747548403322
VNOM,STOCK,41,8.178336980306332,30.262741444416225,39.55,2184909.487804878,5.242150079829694
HTHT,STOCK,41,8.335787923416783,30.07256440427975,36.78,2209538.1463414636,8.945497630331763
RRC,STOCK,41,-10.629514963880284,30.06786367965693,34.64,2673164.7804878047,-2.8330995792426314
JD,STOCK,41,-1.3741411617739063,29.652147131700463,31.58,10624575.780487806,-6.788665879574983
MAG,STOCK,41,14.048825426070938,29.37548047271299,24.76,1574738.487804878,11.783295711060962
MTD,STOCK,41,7.358608040116449,29.331986434390796,1276.0,156349.75609756098,4.6793988317910316
ZBH,STOCK,41,13.438478988873298,29.166365826759176,105.01,1690594.268292683,8.796104434314142
CNX,STOCK,41,-8.110627719080172,29.140506809432015,29.57,2029427.6829268292,-11.334332833583211
DHR,STOCK,41,2.0838551319941874,28.966062341149378,203.79,3860327.5853658537,7.308725185614236
ZS,STOCK,41,-12.959264542716753,28.82469863642918,274.57,1621000.0975609757,-3.899058485877284
ESS,STOCK,41,-8.106773863676418,28.787365830815542,260.6,517193.4146341463,-10.771759227555973
BVN,STOCK,41,18.242022877784475,28.728169033707314,19.64,904332.487804878,10.337078651685392
BYD,STOCK,41,5.938389211926261,28.39919715928323,85.63,1284629.6097560977,4.096766350595661
CUK,STOCK,41,5.976839745984316,28.343736019103776,28.37,1773565.7073170731,3.8813621384108474
VEEV,STOCK,41,-3.921708185053374,28.311012282838448,269.98,1313141.7073170731,-5.336605890603075
H,STOCK,41,-1.7593292557212579,28.23355307728972,142.95,940489.0487804879,-3.7632960818634738
FANG,STOCK,41,8.657192575406052,27.95531722837304,149.86,1908512.3414634147,5.6691580877168395
OXY,STOCK,41,10.841983852364464,27.951108790800227,48.05,10119713.658536585,10.307621671258023
MGY,STOCK,41,12.17777777777777,27.473741796381653,25.24,2395438.2682926827,8.699397071490093
SHO,STOCK,41,6.249999999999988,27.176665349798068,9.35,2130519.7560975607,3.314917127071811
NBIX,STOCK,41,10.979042852674377,27.157960740970328,141.92,883845.1707317074,6.907721280602627
OR,STOCK,41,19.26605504587156,27.035701642757843,32.5,845262.4390243902,13.398464759246338
REGN,STOCK,41,7.394398914720032,27.01798041408431,577.9,966386.7073170731,3.0253329292425133
ABT,STOCK,41,-1.6753926701570536,26.642860473921914,131.46,6643313.780487805,4.557384872345505
NTAP,STOCK,41,9.35545023696683,26.330192678383067,115.37,1744572.219512195,9.928537398761318
NTES,STOCK,41,2.014583176727059,26.150244759173663,135.71,770137.731707317,-2.7098716753889174
MELI,STOCK,41,-4.850704495657864,26.14137340359121,2379.76,331721.73170731706,-0.20799087523900422
LXP,STOCK,41,6.618531889289998,26.134123217729073,8.86,3693466.8292682925,7.13422007255139
NFLX,STOCK,41,-5.855213163567562,25.988838178962304,1214.11,3335435.3902439023,2.019191987093303
SKT,STOCK,41,7.035497281739684,25.96964345707314,33.47,881091.8292682926,5.417322834645666
TWO,STOCK,41,-3.4179687499999964,25.946491372877993,9.89,2143051.3658536584,-2.8487229862475356
ADI,STOCK,41,2.692196352508164,25.80664943352054,248.32,3684154.0,5.443736730360931
IHG,STOCK,41,1.1973018549747063,25.78502231165564,120.02,184114.92682926828,0.8147837043259125
INTU,STOCK,41,-15.520475746863873,25.78098397664876,661.99,1811245.4390243902,-13.6662406426876
SBAC,STOCK,41,-13.523695363671392,25.506193345858836,202.0,848216.4634146341,-15.604762899519532
IBM,STOCK,41,-17.427428454200438,25.476071898643593,241.5,5099943.390243903,-14.34955312810327
SWKS,STOCK,41,-4.095025593909968,25.468537470984753,73.07,2359105.6585365855,-0.42245843554102247
PLD,STOCK,41,4.674127715602369,25.442838340513095,111.3,3841931.6585365855,1.932411392984705
CRM,STOCK,41,-6.278724981467752,25.353678068132506,252.86,7143718.780487805,-4.0707158845176075
RGLD,STOCK,41,8.75534950071326,25.204682418131082,182.97,931738.5365853659,15.737870833069767
AIV,STOCK,41,-10.879629629629633,24.872664456711934,7.7,1457324.8536585367,-12.100456621004561
CPNG,STOCK,41,-5.3,24.828829984950335,28.41,9851903.365853658,-7.699805068226123
SAND,STOCK,41,10.839843749999995,24.7713055720297,11.35,7806135.024390244,16.529774127310056
FNV,STOCK,41,15.121833242638624,24.695753775632625,190.4,691262.1219512195,18.577567416080225
GME,STOCK,41,3.4924845269672815,24.645620721974414,23.41,7370596.146341464,-3.5037098103874746
FFIV,STOCK,41,2.4961571877297426,24.594890924716267,306.73,500730.7073170732,2.991739977167425
QRVO,STOCK,41,3.791360294117643,24.531859541158173,90.34,1724559.2926829269,2.8929384965831506
CTRA,STOCK,41,-0.3223207091055675,24.304774881295664,24.74,6458495.853658536,4.963937208315648
AVB,STOCK,41,-6.638348315716683,23.83650858509225,189.02,870831.8048780488,-7.574201750525638
CCI,STOCK,41,-3.6818851251840945,23.791515587524284,98.1,3149335.1463414636,-11.02040816326531
HIW,STOCK,41,1.558947710295552,23.696404719286342,31.27,1074341.5609756098,1.2629533678756495
AMGN,STOCK,41,-2.0583717357910816,23.11447878760166,286.92,1934223.8780487804,-6.140207399653238
RMD,STOCK,41,5.686205686205679,23.112791447007435,270.99,1025217.0,1.3425579655946267
BRX,STOCK,41,7.19814241486068,22.87567639100047,27.7,2233153.7073170734,6.538461538461536
MAR,STOCK,41,-4.999999999999986,22.466607176110305,264.48,1355152.975609756,-3.1137812293940947
AMT,STOCK,41,-8.876465775838561,22.012560117013628,200.49,2200933.9024390243,-13.712072304712711
CHH,STOCK,41,-11.177007299270086,21.94964485267184,116.82,411168.34146341466,-13.054480500148868
BFS,STOCK,41,-3.5745171519169645,21.918562829399555,33.45,57601.26829268293,0.6923540036122938
IRT,STOCK,41,0.056818181818170506,21.90320739791366,17.61,2567461.048780488,0.39908779931585114
DEA,STOCK,41,2.141900937081662,21.87703596149575,22.89,491160.48780487804,-1.1658031088082883
ZTS,STOCK,41,-2.655205348615101,21.842074562442374,152.88,3204341.7804878047,1.1177987962166795
EQR,STOCK,41,-4.061750599520375,21.77828987592726,64.01,2099655.2682926827,-6.308548009367665
KIM,STOCK,41,4.903347477604899,21.35892016524433,22.25,4024743.8536585364,0.8155867693701845
MAA,STOCK,41,-5.190219201812241,21.337015935513463,142.3,884364.6097560975,-7.114882506527401
CPT,STOCK,41,-4.2166549047283,21.07310208256466,108.58,885671.9512195121,-6.145734289912697
COP,STOCK,41,6.958400864397621,21.01635749899318,98.99,6283233.097560976,6.463755646375555
EOG,STOCK,41,5.425967728450795,20.034130762556327,126.1,2812483.3170731706,6.927838548291349
FRT,STOCK,41,5.2218212693695625,19.917641740148962,99.14,812204.9024390244,3.2278217409412684
HOLX,STOCK,41,3.479881932577279,19.81915002825955,66.61,1766280.8292682928,1.8968945999693971
UDR,STOCK,41,-6.109481915933528,19.745584937674728,38.42,2168240.7317073173,-7.130771090161943
HLT,STOCK,41,1.9051135314749743,19.595598059843784,276.01,1680835.4146341463,0.7924335378323167
ABBV,STOCK,41,12.94569098758194,19.518055952718726,211.92,5112525.243902439,13.259579926246579
ISRG,STOCK,41,-12.27581305754522,18.94963807262931,469.07,2013231.0975609757,-8.205479452054796
SYK,STOCK,41,-0.6547603882703608,18.615290974127188,389.94,1226216.1951219512,-1.3184866506389927
SPG,STOCK,41,8.379786718371312,18.591961922583256,178.87,1487670.6097560977,8.032856193754915
UMC,STOCK,41,-12.317880794701983,18.36121106453379,6.62,6883362.634146341,-9.809264305177107
UMC,STOCK,41,-12.317880794701983,18.36121106453379,6.62,6883362.634146341,-9.809264305177107
REG,STOCK,41,3.446796338672764,17.999927935117892,72.33,1176621.3414634147,0.9349706949483697
EPR,STOCK,41,-9.651656754460491,17.945803423449608,53.17,878589.4634146341,-9.405350144828754
BKNG,STOCK,41,-5.336558962296591,17.872498436881706,5505.55,187176.0975609756,-4.674549348717773
EFC,STOCK,41,4.3010752688172085,17.756876199901583,13.58,1130989.0731707318,2.956785443517821
DLR,STOCK,41,-5.062922395711954,17.72553065682238,162.95,1461088.536585366,-9.139065462250482
ADC,STOCK,41,0.3335186214563773,17.47866023300821,72.2,1075893.0975609757,-1.902173913043467
AEP,STOCK,41,5.683018143419412,16.748069002802822,110.09,3248352.7073170734,-0.0635439360929495
EQIX,STOCK,41,-0.715462219477051,16.6353044293661,771.56,489095.9512195122,-3.621260383486354
MPLX,STOCK,41,0.45329128892391973,16.302519866387453,50.97,1323488.3414634147,1.030723488602569
NLY,STOCK,41,8.954451345755695,15.687627240666702,21.05,6385465.048780488,3.1862745098039325
EPD,STOCK,41,2.2037687639731756,11.911077143321842,32.0,4124434.8292682925,2.1385253750399036
